year,week,sessions,totalUsers,newUsers,activeUsers,engagedSessions,engagementRate,averageSessionDuration,screenPageViews,eventCount,keyEvents
2026,35,36,28,28,28,16,0.4444444444444444,219.23593963888888,58,174,0
